Wave,Panel,Topic,Variable,Question text,Value_code,Value_label,Audience_broad,Audience_specific,Weighting variable
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_2,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The career it could lead to",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_3,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The skills I would develop by taking the course",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_3,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The skills I would develop by taking the course",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_4,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? How much money I could earn after the course",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_4,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? How much money I could earn after the course",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_5,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The reputation of the subject",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_5,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The reputation of the subject",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_6,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? If I could afford to study the course now",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_6,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? If I could afford to study the course now",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_7,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? Statistics about the course, e.g. employment and earnings of past stu",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_7,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? Statistics about the course, e.g. employment and earnings of past stu",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_8,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The reputation of the university or college offering the course",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_8,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The reputation of the university or college offering the course",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_9,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The location of the provider",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_9,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The location of the provider",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_10,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? What my parents want me to study",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_10,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? What my parents want me to study",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_11,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? That I can earn money whilst taking the course",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_11,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? That I can earn money whilst taking the course",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_12,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The short time length, allowing me to study for a bit with the option",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_12,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? The short time length, allowing me to study for a bit with the option",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_13,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? Other",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_13,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? Other",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_14,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? Don't know",0,No,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_considerations_14,"When choosing what higher education course to study (for example at a university or further education college), what are your three most important considerations? Don't know",1,Yes,16-19 pupils and learners,"futurestudy_plan_bachelors=1,2,3,6 or futurestudy_plan_degappren=1,2,3,6 or futurestudy_plan_level45=1,2,3,6 or futurestudy_plan_HTQ=1,2,3,6 or futurestudy_consider_bachelors=1,2 or futurestudy_consider_degappren=1,2 or futurestudy_consider_level45=1,2 or futurestudy_consider_HTQ=1,2",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_age25,"After the age of 25, how likely or unlikely do you think it is that you will start a higher education course (for example at a university or further education college)?",-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_age25,"After the age of 25, how likely or unlikely do you think it is that you will start a higher education course (for example at a university or further education college)?",1,Very likely,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_age25,"After the age of 25, how likely or unlikely do you think it is that you will start a higher education course (for example at a university or further education college)?",2,Fairly likely,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_age25,"After the age of 25, how likely or unlikely do you think it is that you will start a higher education course (for example at a university or further education college)?",3,Neither likely nor unlikely,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_age25,"After the age of 25, how likely or unlikely do you think it is that you will start a higher education course (for example at a university or further education college)?",4,Not very likely,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_age25,"After the age of 25, how likely or unlikely do you think it is that you will start a higher education course (for example at a university or further education college)?",5,Not at all likely,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcourseaware,"Before today, which of these statements best describes your awareness of short courses?",-1,Don't know,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcourseaware,"Before today, which of these statements best describes your awareness of short courses?",1,I have applied for a short course,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcourseaware,"Before today, which of these statements best describes your awareness of short courses?",2,"I considered studying a short course, but did not apply",16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcourseaware,"Before today, which of these statements best describes your awareness of short courses?",3,"I am aware that short courses exist, but did not consider studying one",16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcourseaware,"Before today, which of these statements best describes your awareness of short courses?",4,I was not aware these courses exist,16-19 pupils and learners,All,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_1,Why didn’t you study or consider studying a short course? I wanted to study a different course,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_1,Why didn’t you study or consider studying a short course? I wanted to study a different course,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_2,Why didn’t you study or consider studying a short course? Short courses have a bad reputation,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_2,Why didn’t you study or consider studying a short course? Short courses have a bad reputation,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_3,Why didn’t you study or consider studying a short course? It was too expensive/I couldn’t get funding to cover the tuition fees or living expenses,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_3,Why didn’t you study or consider studying a short course? It was too expensive/I couldn’t get funding to cover the tuition fees or living expenses,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_4,Why didn’t you study or consider studying a short course? I didn’t think it would help my future career or develop my skills,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_4,Why didn’t you study or consider studying a short course? I didn’t think it would help my future career or develop my skills,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_5,Why didn’t you study or consider studying a short course? I wasn’t interested in the subjects available,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_5,Why didn’t you study or consider studying a short course? I wasn’t interested in the subjects available,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_6,Why didn’t you study or consider studying a short course? It was too complicated to apply,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_6,Why didn’t you study or consider studying a short course? It was too complicated to apply,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_7,Why didn’t you study or consider studying a short course? I couldn’t combine studying with work and/or family commitments,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_7,Why didn’t you study or consider studying a short course? I couldn’t combine studying with work and/or family commitments,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_8,Why didn’t you study or consider studying a short course? I didn’t like the providers offering these courses,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_8,Why didn’t you study or consider studying a short course? I didn’t like the providers offering these courses,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_9,Why didn’t you study or consider studying a short course? It didn’t provide a qualification,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_9,Why didn’t you study or consider studying a short course? It didn’t provide a qualification,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_10,Why didn’t you study or consider studying a short course? I didn’t feel confident enough to apply,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_10,Why didn’t you study or consider studying a short course? I didn’t feel confident enough to apply,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_11,Why didn’t you study or consider studying a short course? Other,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_11,Why didn’t you study or consider studying a short course? Other,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_12,Why didn’t you study or consider studying a short course? Don't know,0,No,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhynot_12,Why didn’t you study or consider studying a short course? Don't know,1,Yes,16-19 pupils and learners,"futurestudy_shortcourseaware=2,3",W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_1,Why did you apply for a short course? To develop specific skills to get a job,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_1,Why did you apply for a short course? To develop specific skills to get a job,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_2,Why did you  apply for a short course? Interest in the subject,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_2,Why did you  apply for a short course? Interest in the subject,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_3,Why did you  apply for a short course? The cost of the course is cheaper than other courses,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_3,Why did you  apply for a short course? The cost of the course is cheaper than other courses,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_4,Why did you  apply for a short course? The reputation of the course,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_4,Why did you  apply for a short course? The reputation of the course,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_5,Why did you  apply for a short course? The short time length of the course,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_5,Why did you  apply for a short course? The short time length of the course,1,Yes,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
27/02/2024,PPLV,"Lifelong learning, short/modular courses, and HE decision-making",futurestudy_shortcoursewhyapply_6,Why did you  apply for a short course? It allowed me to study for a bit with the option to study again later,0,No,16-19 pupils and learners,futurestudy_shortcourseaware=1 ,W2_SecondaryPupilsLearners_Y7toY13_weight
